Program,Bug,Technique,ID,Result,Num,TimePerClass
Time,15f,randoopGRTMinusMinCostFirst,1,Pass,0,600
Chart,2f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Time,15f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Chart,21f,randoopGRTMinusInputConstruction,1,Pass,0,300
Chart,13f,randoopGRT,1,Pass,0,300
Time,16f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Chart,13f,evosuite,1,Pass,0,300
Chart,7f,randoop,1,Pass,0,600
Time,16f,randoopGRTMinusMinCostFirst,1,Pass,0,600
Chart,8f,randoop,1,Fail,52,600
Time,22f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Time,14f,randoopGRTMinusInputConstruction,1,Pass,0,120
Chart,9f,randoop,1,Pass,0,600
Time,16f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Time,2f,randoopGRT,1,Pass,0,600
Chart,10f,randoop,1,Fail,2556,600
Chart,16f,randoopGRTMinusMinCostFirst,1,Pass,0,600
Time,17f,randoopGRTMinusMinCostFirst,1,Pass,0,600
Chart,14f,evosuite,1,Fail,18,300
Time,23f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Time,6f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Time,17f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Chart,11f,randoop,1,Fail,226,600
Time,7f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Chart,5f,randoopGRT,1,Pass,0,120
Chart,7f,randoop,1,Pass,0,120
Chart,6f,randoopGRT,1,Pass,0,120
Chart,11f,evosuite,1,Fail,2,120
Time,17f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Chart,15f,evosuite,1,Fail,2,300
Chart,12f,evosuite,1,Pass,0,120
Chart,7f,randoopGRT,1,Pass,0,120
Chart,5f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Chart,13f,evosuite,1,Pass,0,120
Time,3f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Time,24f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Time,18f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Time,25f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Time,3f,randoopGRT,1,Pass,0,600
Time,18f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Chart,6f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Time,19f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Time,18f,randoopGRTMinusMinCostFirst,1,Pass,0,600
Chart,14f,evosuite,1,Fail,7,120
Chart,8f,randoopGRT,1,Pass,0,120
Chart,1f,randoopGRTMinusInputConstruction,1,Pass,0,120
Chart,8f,randoopGRTMinusMinCostFirst,1,Fail,2,120
Time,22f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Chart,12f,randoop,1,Pass,0,600
Chart,13f,randoopGRT,1,Pass,0,600
Chart,13f,randoop,1,Pass,0,600
Chart,8f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Chart,18f,randoopGRTMinusMinCostFirst,1,Fail,86,600
Chart,14f,randoop,1,Fail,38,600
Chart,2f,randoopGRTMinusInputConstruction,1,Pass,0,120
Chart,10f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Time,4f,randoopGRT,1,Pass,0,600
Chart,15f,randoop,1,Fail,4,600
Time,26f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Time,23f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Chart,16f,randoop,1,Fail,908,600
Chart,14f,randoopGRT,1,Pass,0,600
Chart,1f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Chart,10f,randoopGRT,1,Pass,0,120
Time,18f,randoopGRT,1,Pass,0,120
Time,3f,randoopGRTMinusInputConstruction,1,Pass,0,600
Time,19f,randoopGRT,1,Pass,0,120
Time,27f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Chart,8f,randoop,1,Fail,10,120
Time,4f,randoopGRTMinusInputConstruction,1,Pass,0,600
Chart,11f,randoopGRT,1,Pass,0,120
Chart,9f,randoop,1,Pass,0,120
Chart,15f,randoopGRT,1,Pass,0,600
Chart,16f,evosuite,1,Fail,3,300
Time,24f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Chart,10f,randoop,1,Fail,398,120
Chart,16f,randoopGRT,1,Pass,0,600
Chart,11f,randoop,1,Fail,52,120
Chart,12f,randoop,1,Pass,0,120
Time,25f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Chart,5f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Time,1f,randoopGRTMinusDynamicTyping,1,Fail,2,600
Time,2f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Time,26f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Chart,19f,randoopGRTMinusMinCostFirst,1,Pass,0,600
Time,15f,randoopGRTMinusInputConstruction,1,Pass,0,120
Chart,13f,randoop,1,Pass,0,120
Chart,20f,randoopGRTMinusMinCostFirst,1,Pass,0,600
Chart,11f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Chart,21f,randoopGRTMinusMinCostFirst,1,Pass,0,600
Chart,17f,randoop,1,Fail,26,600
Time,6f,randoopGRTMinusInputConstruction,1,Pass,0,600
Chart,2f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Chart,12f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Time,1f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,3f,randoopGRTMinusInputConstruction,1,Pass,0,120
Time,26f,randoop,1,Broken,-,300
Chart,13f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Chart,14f,randoop,1,Fail,4,120
Chart,1f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Time,2f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,18f,randoopGRT,1,Fail,606,600
Time,3f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Time,3f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Time,19f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Time,4f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,2f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Chart,19f,randoopGRT,1,Pass,0,600
Chart,15f,randoop,1,Fail,2,120
Time,5f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Time,19f,randoopGRTMinusMinCostFirst,1,Pass,0,600
Time,22f,randoopGRT,1,Pass,0,120
Chart,22f,randoopGRTMinusMinCostFirst,1,Fail,42,600
Chart,16f,randoop,1,Fail,228,120
Chart,12f,randoopGRT,1,Pass,0,120
Chart,18f,randoop,1,Fail,104,600
Chart,13f,randoopGRT,1,Pass,0,120
Time,23f,randoopGRT,1,Pass,0,120
Chart,4f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Time,24f,randoopGRTMinusInputConstruction,1,Pass,0,120
Time,5f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,20f,randoopGRT,1,Pass,0,600
Time,22f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Time,20f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Chart,16f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Chart,18f,randoopGRTMinusMinCostFirst,1,Fail,22,120
Chart,21f,randoopGRT,1,Pass,0,600
Time,25f,randoopGRTMinusInputConstruction,1,Pass,0,120
Time,4f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Chart,15f,evosuite,1,Fail,1,120
Time,7f,randoopGRTMinusInputConstruction,1,Pass,0,600
Chart,15f,randoopGRT,1,Pass,0,120
Chart,4f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Chart,16f,randoopGRT,1,Pass,0,120
Chart,19f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Chart,20f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Time,8f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Chart,19f,randoop,1,Fail,2,600
Time,5f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Chart,21f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Chart,22f,randoopGRT,1,Fail,3490,600
Time,9f,randoopGRTMinusInputConstruction,1,Fail,2,600
Chart,5f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Time,2f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Chart,17f,evosuite,1,Fail,4,300
Chart,17f,randoop,1,Fail,10,120
Chart,23f,randoopGRT,1,Pass,0,600
Chart,22f,randoopGRTMinusMinCostFirst,1,Fail,16,120
Chart,5f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Chart,24f,randoopGRT,1,Fail,2142,600
Chart,25f,randoopGRT,1,Pass,0,600
Time,15f,randoopGRT,1,Pass,0,300
Time,6f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,23f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Time,12f,randoopGRT,1,Pass,0,600
Chart,18f,randoopGRT,1,Fail,32,120
Time,5f,randoopGRT,1,Pass,0,600
Chart,19f,randoopGRT,1,Pass,0,120
Chart,5f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Chart,24f,randoopGRTMinusMinCostFirst,1,Fail,44,120
Chart,20f,randoop,1,Pass,0,600
Time,6f,randoopGRT,1,Pass,0,600
Chart,18f,evosuite,1,Fail,4,300
Chart,6f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Chart,20f,randoopGRT,1,Pass,0,120
Time,26f,randoopGRTMinusInputConstruction,1,Broken,-,120
Time,6f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Chart,23f,randoopGRTMinusMinCostFirst,1,Pass,0,600
Time,27f,randoop,1,Pass,0,300
Chart,1f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,8f,randoopGRTMinusDynamicTyping,1,Fail,2,600
Chart,2f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Time,25f,randoopGRT,1,Pass,0,120
Chart,22f,randoopGRTMinusInputConstruction,1,Fail,98,300
Chart,3f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,21f,randoop,1,Pass,0,600
Chart,24f,randoopGRTMinusMinCostFirst,1,Fail,204,600
Time,7f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Chart,16f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Time,8f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,6f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Time,9f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Chart,21f,randoopGRT,1,Pass,0,120
Time,16f,randoopGRT,1,Pass,0,300
Chart,22f,randoopGRT,1,Fail,18,120
Chart,4f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Time,8f,randoopGRTMinusDynamicTyping,1,Fail,36,600
Chart,23f,randoopGRT,1,Pass,0,120
Chart,25f,randoopGRTMinusMinCostFirst,1,Pass,0,600
Chart,6f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Chart,24f,randoop,1,Fail,122,120
Chart,1f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Chart,6f,randoopGRTMinusMinCostFirst,1,Fail,2,300
Chart,24f,randoopGRT,1,Fail,74,120
Chart,2f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Time,9f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Time,10f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Chart,18f,randoop,1,Fail,16,120
Chart,19f,randoop,1,Fail,2,120
Chart,20f,randoop,1,Pass,0,120
Chart,19f,evosuite,1,Pass,0,300
Chart,22f,randoop,1,Fail,58,600
Chart,7f,randoopGRTMinusInputConstruction,1,Pass,0,120
Time,13f,randoopGRT,1,Pass,0,600
Chart,20f,evosuite,1,Pass,0,300
Time,6f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Time,7f,randoopGRT,1,Pass,0,600
Chart,8f,randoopGRTMinusMinCostFirst,1,Fail,2,300
Chart,21f,randoop,1,Pass,0,120
Chart,10f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Time,26f,randoopGRT,1,Pass,0,120
Chart,1f,randoopGRT,1,Pass,0,300
Chart,14f,randoopGRT,1,Pass,0,300
Chart,11f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,23f,randoop,1,Pass,0,600
Chart,2f,randoopGRT,1,Pass,0,300
Time,9f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,8f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Chart,4f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Time,11f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Time,12f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Chart,12f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Time,8f,randoopGRT,1,Fail,34,600
Time,10f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,15f,randoopGRT,1,Pass,0,300
Time,9f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Chart,4f,randoopGRTMinusInputConstruction,1,Pass,0,120
Chart,13f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Time,1f,randoopGRT,1,Pass,0,300
Chart,21f,evosuite,1,Fail,9,300
Chart,24f,randoop,1,Fail,916,600
Time,2f,randoopGRT,1,Pass,0,300
Chart,14f,randoopGRTMinusMinCostFirst,1,Fail,2,300
Chart,6f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Chart,15f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,1f,evosuite,1,Pass,0,600
Chart,16f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,5f,randoopGRTMinusMinCoverageFirst,1,Fail,2,120
Chart,5f,randoopGRT,1,Pass,0,300
Chart,10f,randoopGRTMinusMinCoverageFirst,1,Fail,128,300
Chart,11f,randoopGRTMinusMinCoverageFirst,1,Fail,42,300
Time,11f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Time,9f,randoopGRT,1,Pass,0,600
Time,13f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Time,10f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Time,12f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,22f,randoop,1,Fail,14,120
Chart,6f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Chart,6f,randoopGRT,1,Pass,0,300
Time,22f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Time,1f,randoop,1,Pass,0,600
Time,13f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,24f,randoopGRTMinusMinCostFirst,1,Fail,154,300
Chart,8f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Time,9f,randoopGRTMinusInputConstruction,1,Pass,0,300
Time,3f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Time,4f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Chart,2f,evosuite,1,Pass,0,600
Chart,8f,randoopGRTMinusInputConstruction,1,Fail,4,120
Time,25f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Time,1f,evosuite,1,Fail,1,120
Time,2f,evosuite,1,Fail,1,120
Time,4f,evosuite,1,Pass,0,120
Time,3f,evosuite,1,Pass,0,120
Time,5f,evosuite,1,Fail,1,120
Time,6f,evosuite,1,Fail,1,120
Time,7f,evosuite,1,Pass,0,120
Time,8f,evosuite,1,Pass,0,120
Time,10f,evosuite,1,Pass,0,120
Time,11f,evosuite,1,Fail,2,120
Time,12f,evosuite,1,Pass,0,120
Time,13f,evosuite,1,Pass,0,120
Time,14f,evosuite,1,Pass,0,120
Time,15f,evosuite,1,Fail,1,120
Time,16f,evosuite,1,Pass,0,120
Time,18f,evosuite,1,Pass,0,120
Chart,2f,randoopGRTMinusInputConstruction,1,Pass,0,600
Time,20f,evosuite,1,Pass,0,120
Time,19f,evosuite,1,Pass,0,120
Time,22f,evosuite,1,Pass,0,120
Time,23f,evosuite,1,Pass,0,120
Time,24f,evosuite,1,Pass,0,120
Time,10f,randoopGRT,1,Pass,0,600
Chart,16f,evosuite,1,Fail,3,120
Time,26f,evosuite,1,Pass,0,120
Time,1f,evosuite,1,Fail,1,300
Time,27f,evosuite,1,Fail,1,120
Time,23f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Time,2f,evosuite,1,Fail,1,300
Time,3f,evosuite,1,Pass,0,300
Chart,10f,randoopGRTMinusDynamicTyping,1,Fail,10,120
Time,4f,evosuite,1,Fail,1,300
Chart,10f,randoopGRTMinusMinCoverageFirst,1,Fail,248,600
Time,6f,evosuite,1,Fail,3,300
Time,7f,evosuite,1,Pass,0,300
Time,8f,evosuite,1,Pass,0,300
Time,10f,evosuite,1,Pass,0,300
Time,11f,evosuite,1,Fail,1,300
Chart,11f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Time,12f,evosuite,1,Pass,0,300
Time,13f,evosuite,1,Pass,0,300
Time,10f,randoopGRTMinusInputConstruction,1,Pass,0,300
Time,14f,evosuite,1,Fail,1,300
Time,15f,evosuite,1,Fail,1,300
Time,16f,evosuite,1,Pass,0,300
Time,18f,evosuite,1,Pass,0,300
Time,20f,evosuite,1,Pass,0,300
Time,22f,evosuite,1,Pass,0,300
Time,23f,evosuite,1,Pass,0,300
Time,24f,evosuite,1,Fail,1,300
Time,25f,evosuite,1,Pass,0,300
Time,26f,evosuite,1,Pass,0,300
Time,27f,evosuite,1,Fail,1,300
Time,1f,evosuite,1,Pass,0,600
Time,2f,evosuite,1,Fail,3,600
Time,3f,evosuite,1,Pass,0,600
Time,4f,evosuite,1,Fail,2,600
Time,6f,evosuite,1,Fail,2,600
Time,10f,evosuite,1,Pass,0,600
Time,9f,evosuite,1,Fail,2,600
Time,11f,evosuite,1,Fail,1,600
Time,12f,evosuite,1,Pass,0,600
Time,13f,evosuite,1,Fail,1,600
Time,14f,evosuite,1,Fail,1,600
Time,15f,evosuite,1,Fail,1,600
Chart,18f,randoopGRTMinusMinCoverageFirst,1,Fail,34,300
Time,16f,evosuite,1,Pass,0,600
Time,18f,evosuite,1,Pass,0,600
Chart,17f,evosuite,1,Fail,1,120
Time,26f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Time,17f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Time,20f,evosuite,1,Pass,0,600
Time,22f,evosuite,1,Pass,0,600
Time,25f,evosuite,1,Pass,0,600
Time,26f,evosuite,1,Pass,0,600
Time,27f,evosuite,1,Pass,0,600
Time,24f,evosuite,1,Fail,1,600
Time,1f,randoop,1,Pass,0,120
Time,2f,randoop,1,Pass,0,120
Time,3f,randoop,1,Pass,0,120
Time,4f,randoop,1,Pass,0,120
Time,5f,randoop,1,Pass,0,120
Time,24f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Time,6f,randoop,1,Pass,0,120
Time,7f,randoop,1,Pass,0,120
Time,8f,randoop,1,Pass,0,120
Time,9f,randoop,1,Fail,4,120
Time,10f,randoop,1,Pass,0,120
Chart,16f,randoopGRT,1,Pass,0,300
Time,12f,randoop,1,Pass,0,120
Time,11f,randoop,1,Pass,0,120
Time,5f,randoopGRT,1,Pass,0,300
Time,14f,randoop,1,Pass,0,120
Time,15f,randoop,1,Pass,0,120
Time,13f,randoop,1,Pass,0,120
Time,16f,randoop,1,Pass,0,120
Time,17f,randoop,1,Pass,0,120
Time,18f,randoop,1,Pass,0,120
Time,19f,randoop,1,Pass,0,120
Time,20f,randoop,1,Pass,0,120
Time,22f,randoop,1,Pass,0,120
Time,23f,randoop,1,Pass,0,120
Time,25f,randoop,1,Pass,0,120
Time,26f,randoop,1,Broken,-,120
Time,24f,randoop,1,Pass,0,120
Time,27f,randoop,1,Pass,0,120
Time,3f,randoop,1,Pass,0,300
Time,4f,randoop,1,Pass,0,300
Time,5f,randoop,1,Pass,0,300
Time,6f,randoop,1,Pass,0,300
Time,7f,randoop,1,Pass,0,300
Time,1f,randoop,1,Pass,0,300
Time,2f,randoop,1,Pass,0,300
Time,8f,randoop,1,Pass,0,300
Time,9f,randoop,1,Fail,4,300
Time,10f,randoop,1,Pass,0,300
Time,11f,randoop,1,Pass,0,300
Time,12f,randoop,1,Pass,0,300
Time,13f,randoop,1,Pass,0,300
Time,14f,randoop,1,Pass,0,300
Time,15f,randoop,1,Pass,0,300
Chart,25f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Time,16f,randoop,1,Pass,0,300
Time,17f,randoop,1,Pass,0,300
Time,18f,randoop,1,Pass,0,300
Time,19f,randoop,1,Pass,0,300
Time,20f,randoop,1,Pass,0,300
Time,27f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Chart,18f,randoopGRT,1,Fail,90,300
Time,2f,randoop,1,Pass,0,600
Chart,10f,randoopGRTMinusMinCoverageFirst,1,Fail,60,120
Time,15f,randoopGRT,1,Pass,0,600
Time,17f,randoopGRT,1,Pass,0,300
Chart,12f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Chart,11f,randoopGRTMinusMinCoverageFirst,1,Fail,22,120
Time,1f,randoopGRT,1,Pass,0,120
Chart,1f,randoop,1,Pass,0,300
Chart,9f,randoopGRTMinusInputConstruction,1,Pass,0,120
Chart,19f,randoopGRT,1,Pass,0,300
Time,23f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,20f,randoopGRT,1,Pass,0,300
Chart,3f,evosuite,1,Pass,0,600
Time,3f,randoop,1,Pass,0,600
Time,16f,randoopGRT,1,Pass,0,600
Chart,4f,evosuite,1,Pass,0,600
Time,24f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Time,2f,randoopGRT,1,Pass,0,120
Time,17f,randoopGRT,1,Pass,0,600
Chart,10f,randoopGRTMinusInputConstruction,1,Fail,282,120
Time,12f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Time,5f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Chart,18f,randoopGRTMinusMinCostFirst,1,Fail,52,300
Time,25f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Chart,21f,randoopGRT,1,Pass,0,300
Chart,18f,evosuite,1,Fail,4,120
Chart,13f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Chart,12f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Time,6f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Chart,11f,randoopGRTMinusInputConstruction,1,Fail,14,120
Chart,12f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Chart,22f,evosuite,1,Fail,4,300
Chart,13f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Chart,14f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Chart,13f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Time,22f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Time,8f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Chart,15f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Chart,10f,randoopGRTMinusDynamicTyping,1,Fail,342,600
Chart,19f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Chart,2f,randoop,1,Pass,0,300
Chart,16f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Time,9f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Time,26f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Time,10f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Chart,20f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Time,18f,randoopGRT,1,Pass,0,600
Chart,19f,evosuite,1,Fail,2,120
Chart,5f,evosuite,1,Pass,0,600
Time,6f,randoopGRT,1,Pass,0,300
Time,3f,randoopGRT,1,Pass,0,120
Chart,19f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Time,14f,randoopGRTMinusInputConstruction,1,Pass,0,300
Time,11f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Time,7f,randoopGRT,1,Pass,0,300
Chart,13f,randoopGRTMinusInputConstruction,1,Pass,0,120
Chart,6f,evosuite,1,Pass,0,600
Chart,7f,evosuite,1,Pass,0,600
Chart,22f,randoopGRT,1,Fail,530,300
Chart,14f,randoopGRTMinusInputConstruction,1,Fail,4,120
Time,12f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Chart,23f,randoopGRT,1,Pass,0,300
Chart,15f,randoopGRTMinusInputConstruction,1,Pass,0,120
